ticket_id,category,description,department,location,city,state,zip,latitude,longitude,sent_iment
169739,Blocked Sidewalk,Pickup pulled into sidewalk at Turkuaz cafe. 3rd and Lincoln,Parking Enforcement,Turkuaz Cafe,Bloomington,IN,,39.16465759277344,-86.53102111816406,NEUTRAL
169758,Blocked Sidewalk,540 s Lincoln sidewalk blocked by overgrowth,Planning and Transportation,"401-499 N Morton St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17021179199219,-86.53694915771484,NEUTRAL
169780,Blocked Sidewalk,The sidewalk on Azalea Lane next to Winslow Woods is likely the responsibility of the city of Bloomington. The brush that is overgrown the sidewalk needs to be removed immediately. Yesterday I saw over 10 athletes running into traffic to try and avoid running in the brush because there is no room on the sidewalk to walk.,Planning and Transportation,"901-991 E Azalea Ln, Bloomington, Indiana, 47401",Bloomington,IN,,39.14335250854492,-86.52183532714844,NEUTRAL
169786,Blocked Sidewalk,Metal wire dangling from power line directly above sidewalk.,Planning and Transportation,"3815-3839 E 10th St, Bloomington, Indiana, 47408",Bloomington,IN,,39.17173767089844,-86.48881530761719,NEUTRAL
169814,Blocked Sidewalk,Multiple cars parked on sidewalk at firestone auto. 3rd and walnut.,Parking Enforcement,"221 S Walnut St, Bloomington, Indiana, 47404",Bloomington,IN,,39.1648063659668,-86.53331756591797,NEUTRAL
169819,Blocked Sidewalk,Firestone Auto (3rd and Walnut) had multiple cars parked on and blocking the sidewalk over the weekend. This is happening on a constant basis (see the uReport history) and blocks the sidewalk along a downtown corridor. Can the city step up enforcement at this location to ensure the sidewalks are kept clear?,Parking Enforcement,Expert Tire,Bloomington,IN,,39.16487121582031,-86.53334045410156,NEUTRAL
169822,Blocked Sidewalk,Blue SUV parked on sidewalk at Firestone Auto. 3rd at Walnut.,Parking Enforcement,"501 N Morton St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17030334472656,-86.53694915771484,NEUTRAL
169860,Blocked Sidewalk,The sidewalk between the Brownstone Apartments and Indiana Ave on E 13th St is completely overgrown with weeds from the railroad right of way.,Planning and Transportation,"500-598 E 13th St, Bloomington, Indiana, 47408",Bloomington,IN,,39.17522048950195,-86.52767944335938,NEUTRAL
169908,Blocked Sidewalk,Three Lime scooters are blocking the sidewalk in front of my apartment building where several disabled people live.,Mobility,"269-399 W 4th St, Bloomington, Indiana, 47404",Bloomington,IN,,39.16559219360352,-86.5371322631836,NEGATIVE
169910,Blocked Sidewalk,Lots of vegetation across sidewalk on south side of E. Second St. east of Woodscrest Dr.,Planning and Transportation,"2511 E 2nd St, Bloomington, Indiana, 47401",Bloomington,IN,,39.16094589233398,-86.50228118896484,NEUTRAL
169922,Blocked Sidewalk,Cars parked on and blocking the sidewalk. Firestone Auto. 3rd and Walnut,Parking Enforcement,"221 S Walnut St, Bloomington, Indiana, 47404",Bloomington,IN,,39.16482162475586,-86.53329467773438,NEUTRAL
169942,Blocked Sidewalk,Cat parked on sidewalk at 213 n grant,Parking Enforcement,"501 N Morton St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17030334472656,-86.53694915771484,NEUTRAL
169966,Blocked Sidewalk,red car parked on sidewalk. just outside of the quaff on brewing on grant st.,Parking Enforcement,Art Pygmalion's Supplies,Bloomington,IN,,39.16699981689453,-86.52971649169922,NEUTRAL
169981,Blocked Sidewalk,Car parked on sidewalk 213 n grant,Parking Enforcement,"501 N Morton St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17030334472656,-86.53694915771484,NEUTRAL
169984,Blocked Sidewalk,Car parked on sidewalk. Big woods brewing on grant across from library.,Parking Enforcement,"402 E 6th St, Bloomington, Indiana, 47408",Bloomington,IN,,39.167259216308594,-86.52974700927734,NEUTRAL
170003,Blocked Sidewalk,3rd street just west of Fairview,Planning and Transportation,"708 W 3rd St, Bloomington, Indiana, 47404",Bloomington,IN,,39.16433715820312,-86.54124450683594,NEUTRAL
170006,Blocked Sidewalk,2 cars parked on sidewalk. 321 n Washington. Cars are sidewalk around corner on 8th.,Parking Enforcement,"501 N Morton St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17030334472656,-86.53694915771484,NEUTRAL
170007,Blocked Sidewalk,Car parked on sidewalk 418 n Washington,Parking Enforcement,"501 N Morton St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17030334472656,-86.53694915771484,NEUTRAL
170009,Blocked Sidewalk,Referring to 169561. Sidewalk is still blocked. Nothing has been done.,Planning and Transportation,"101-199 E 15th St, Bloomington, Indiana, 47408",Bloomington,IN,,39.1768684387207,-86.53279113769531,NEUTRAL
170015,Blocked Sidewalk,120 East 8th St. Two cars blocking the sidewalk.,Parking Enforcement,"100-198 E 8th St, Bloomington, Indiana, 47408",Bloomington,IN,,39.169471740722656,-86.53251647949219,NEUTRAL
170024,Blocked Sidewalk,"434 E 2nd street. Cars all along the driveway, extending fully across the sidewalk and to the street. It is impossible for people to proceed safely, especially if they have a wheelchair or stroller and cannot squeeze between cars. .",Parking Enforcement,"434 E 2nd St, Bloomington, Indiana, 47401",Bloomington,IN,,39.16133499145508,-86.52847290039062,NEUTRAL
170046,Blocked Sidewalk,"The branches encroaching on the sidewalk have gotten to be too much on High St. just South of Wimbleton. Pedestrian traffic is significant here, especially now that school has started, and it's honestly challenging for adults to get past one another while ducking under the branches. This is a popular place for people to ride their bikes on the sidewalk, taking their kids to school, and an adult biking on the sidewalk going down the hill might be in danger of being decapitated by all the branches.",Planning and Transportation,"2102 E Wimbleton Ln, Bloomington, Indiana, 47401",Bloomington,IN,,39.143775939941406,-86.50821685791016,POSITIVE
170084,Blocked Sidewalk,"There is a red vehicle constantly parked on the sidewalk at 1500 south highland, just south of Hillside.",Parking Enforcement,"1500 S Highland Ave, Bloomington, Indiana, 47401",Bloomington,IN,,39.150306701660156,-86.5170669555664,NEUTRAL
170096,Blocked Sidewalk,"Some equipment from the construction along the bypass blocking the multi-use path. North side, just west of the Genesis church.",Planning and Transportation,"581-735 E Matlock Rd, Bloomington, Indiana, 47408",Bloomington,IN,,39.1864128112793,-86.52583312988281,NEUTRAL
170139,Blocked Sidewalk,Still waiting for this stretch of sidewalk to be cleared of brush by city.,Planning and Transportation,"901-991 E Azalea Ln, Bloomington, Indiana, 47401",Bloomington,IN,,39.14347457885742,-86.52165222167969,NEGATIVE
170147,Blocked Sidewalk,Segment of sidewalk on east side of Sare Road between E Winston St and E Moores Pike is extremely is difficult to walk due to vegetation growing on and through fence. Walkers/runners/cyclists are forced to walk/run/ride on grass.,Planning and Transportation,"501 N Morton St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17030715942383,-86.53694152832031,NEUTRAL
170167,Blocked Sidewalk,Sidewalk on south side of E2nd between Woodscrest and College Mall is blocked by overgrown bushes.,Planning and Transportation,"601 S Woodscrest Dr, Bloomington, Indiana, 47401",Bloomington,IN,,39.160865783691406,-86.50187683105469,NEUTRAL
170168,Blocked Sidewalk,A tree between the road and sidewalk at 1002 E. Heather has two large branches (about 9 inch diameters) broken off. The branches are blocking the sidewalk and extending into the road. The remained of the tree may have to be removed also.,Street Department,"732 E Pepperridge Dr, Bloomington, Indiana, 47401",Bloomington,IN,,39.12483215332031,-86.52239227294922,NEUTRAL
170184,Blocked Sidewalk,Car on sidewalk outside quaff on on grant st,Parking Enforcement,"116 N Grant St, Bloomington, Indiana, 47408",Bloomington,IN,,39.16705322265625,-86.52972412109375,NEUTRAL
170185,Blocked Sidewalk,"Metal cable dangling over sidewalk from power line at head-height. North side of street, directly next to Barrington bus stop.",Planning and Transportation,"3815-3839 E 10th St, Bloomington, Indiana, 47408",Bloomington,IN,,39.17179489135742,-86.48876953125,NEUTRAL
170203,Blocked Sidewalk,Overgrown,Planning and Transportation,"400-498 E Cottage Grove Ave, Bloomington, Indiana, 47408",Bloomington,IN,,39.17256546020508,-86.5295639038086,NEUTRAL
170249,Blocked Sidewalk,Pedestrian crosswalk needed at 10th St. and Pete Ellis Drive.,Planning and Transportation,"501 N Morton St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17051315307617,-86.53685760498047,NEUTRAL
170271,Blocked Sidewalk,"The corner of the construction fence on E. 10th St. where Crosstown Shopping Center used to be (by Sobon and Jimmy John's) keeps getting pushed out more and more into the sidewalk, making it inaccessible to wheelchairs and a trip hazard even for those with no mobility issues.",Planning and Transportation,"1811-1873 E 10th St, Bloomington, Indiana, 47408",Bloomington,IN,,39.17159652709961,-86.5103530883789,NEUTRAL
170285,Blocked Sidewalk,"A broken, low lying limb is blocking the sidewalk in front of the home at 733 E. Winslow Farm Dr. I am requesting that this limb be removed.",Planning and Transportation,"733 E Winslow Farm Dr, Bloomington, Indiana, 47401",Bloomington,IN,,39.13833618164062,-86.51823425292969,NEGATIVE
170292,Blocked Sidewalk,Trash containers are left by residents and city trash workers on sidewalks. I've run across this issue on Washington St as well as other streets.,Sanitation Department,"8500-8540 S Sacramento Ave, Chicago, Illinois, 60652",Bloomington,IN,,41.7376594543457,-87.69755554199219,NEGATIVE
170302,Blocked Sidewalk,trash and boxes blocking sidewalk,HAND,,Bloomington,IN,,39.16077041625977,-86.5240249633789,NEGATIVE
170359,Blocked Sidewalk,The plants on both sides of the path are a little overgrown but the real problem is a very solid low hanging branch that is a real hazard. And another low hanging branch that is likely to hit you in the face with pears.,Planning and Transportation,"1714 E Caradon Hl, Bloomington, Indiana, 47401",Bloomington,IN,,39.13673400878906,-86.51202392578125,MIXED
170372,Blocked Sidewalk,1500 s Huntington. One car on the sidewalk and another one on the lawn. This happens all the time at this house.,Parking Enforcement,"1500-1598 S Huntington Dr, Bloomington, Indiana, 47401",Bloomington,IN,,39.150413513183594,-86.52094268798828,NEUTRAL
170378,Blocked Sidewalk,1500 S Highland.,Planning and Transportation,"1500 S Highland Ave, Bloomington, Indiana, 47401",Bloomington,IN,,39.15041732788086,-86.51708221435547,NEUTRAL
170405,Blocked Sidewalk,Street light at corner of Nancy and Marilyn is out.,Public Works Department,"1201-1299 S Nancy St, Bloomington, Indiana, 47401",Bloomington,IN,,39.15361022949219,-86.5110855102539,NEUTRAL
170421,Blocked Sidewalk,Illinois plated pickup truck blocking sidewalk at SE corner of Howe and Rogers,Parking Enforcement,"501 S Rogers St, Bloomington, Indiana, 47403",Bloomington,IN,,39.16229248046875,-86.53849029541016,NEUTRAL
170583,Blocked Sidewalk,Overgrown,Planning and Transportation,"400-498 W 7th St, Bloomington, Indiana, 47404",Bloomington,IN,,39.16858291625977,-86.5379867553711,NEUTRAL
170623,Blocked Sidewalk,Bloomington bagel is blocking the sidewalk.,Planning and Transportation,Bloomington Bagel Company,Bloomington,IN,,39.16719436645508,-86.52832794189453,NEUTRAL
170629,Blocked Sidewalk,Pickup truck parked across the sidewalk at Firestone Auto - 3rd and Walnut.,Parking Enforcement,"320 W 8th St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17030334472656,-86.53694915771484,NEUTRAL
170685,Blocked Sidewalk,Sidewalk and access ramp booked by dumpster. Behind MCPL on 6th street.,Parking Enforcement,"301-399 E 6th St, Bloomington, Indiana, 47408",Bloomington,IN,,39.16755294799805,-86.53021240234375,NEUTRAL
170762,Blocked Sidewalk,Lime scooters blocking sidewalk. Date: 10/20/19. Time: 3:30PM. Location: near 126 S. Roosevelt St. We tried to move them out of the way but the wheels lock up unless we pay.,Mobility,"126 S Roosevelt St, Bloomington, Indiana, 47408",Bloomington,IN,,39.16575241088867,-86.50630950927734,NEUTRAL
170789,Blocked Sidewalk,"710 E First St., vegetation obstructing sidewalk",Planning and Transportation,,Bloomington,IN,,39.15935516357422,-86.52519226074219,NEUTRAL
170857,Blocked Sidewalk,Truck and trailer blocking crosswalk at SW corner of Howe and Madison St.,Parking Enforcement,"500-698 S Madison St, Bloomington, Indiana, 47403",Bloomington,IN,,39.16234588623047,-86.53743743896484,NEUTRAL
170863,Blocked Sidewalk,Resident's bushes are growing over the sidewalk and obstructing foot traffic.,Planning and Transportation,"1013 S Rogers St, Bloomington, Indiana, 47403",Bloomington,IN,,39.15588760375977,-86.53857421875,NEUTRAL
170889,Blocked Sidewalk,sidewalk pedestrian hazard in front of speedway. there for years,Planning and Transportation,"2985-3099 E 3rd St, Bloomington, Indiana, 47401",Bloomington,IN,,39.16421127319336,-86.49337005615234,NEUTRAL
170963,Blocked Sidewalk,Blocked w.9th,Parking Enforcement,"536 N College Ave, Bloomington, Indiana, 47404",Bloomington,IN,,39.171470642089844,-86.53460693359375,NEUTRAL
170976,Blocked Sidewalk,"Nov. 15th
Again .west 9th street between walnut and college 

Always around 8amish",Parking Enforcement,"101-199 W 9th St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17042922973633,-86.53470611572266,NEUTRAL
171065,Blocked Sidewalk,"The Hunter foot path, between Eastside and Mitchell, which is maintained by the city, has a spring bubbling up through the pavement at the west end of the house at 500 Eastside Drive. You can see that the water is undercutting the pavement, and the city can expect that it will collapse in upon itself sooner or later. Hopefully, not when somebody is walking or biking over it.",Utilities T & D,"320 W 8th St, Bloomington, Indiana, 47404",Bloomington,IN,,39.17030715942383,-86.53694152832031,NEUTRAL
171155,Blocked Sidewalk,"1216 Hunter, sidewalk obstructed by comes and shrub branches",Planning and Transportation,,Bloomington,IN,,39.16226196289062,-86.51883697509766,NEUTRAL
171187,Blocked Sidewalk,in,Planning and Transportation,1215 E Hunter AVE,Bloomington,IN,47401.0,39.162391662597656,-86.5183334350586,NEUTRAL
171188,Blocked Sidewalk,in,Planning and Transportation,1216 E Hunter AVE,Bloomington,IN,47401.0,39.1619873046875,-86.51838684082031,NEUTRAL
171211,Blocked Sidewalk,"Retaining wall is beginning to collapse again. Currently, some large, limestone blocks are lying in the middle of and blocking the sidewalk on Lincoln at the NW corner of the property.",Planning and Transportation,"800 N Lincoln St, Bloomington, Indiana, 47408",Bloomington,IN,,39.173622131347656,-86.53083801269531,NEUTRAL
171667,Blocked Sidewalk,bushes overgrown onto sidewalk,Planning and Transportation,"3818 E Regents Cir, Bloomington, Indiana, 47401",Bloomington,IN,,39.15032958984375,-86.48200225830078,NEUTRAL
171699,Blocked Sidewalk,"Resident parking on yellow and on sidewalk at corner of 7th & Oak. There are issues with folks parking on yellow and sidewalks near intersections. There are elderly, people with kids and pets all over this neighborhood and this creates a hazard for them. Please ask parking enforcement to monitor West past Maple St.",Parking Enforcement,"1001-1099 W 7th St, Bloomington, Indiana, 47404",Bloomington,IN,,39.16861343383789,-86.54674530029297,NEGATIVE
171735,Blocked Sidewalk,"bushes overgrown onto sidewalk on north side of e.moores, between smith rd and regents circle.",Planning and Transportation,"3393-3793 E Moores Pike, Bloomington, Indiana, 47401",Bloomington,IN,,39.150230407714844,-86.48196411132812,NEUTRAL
171759,Blocked Sidewalk,Vehicle parked on sidewalk again. Two folks along 7th do this on a regular basis.,Parking Enforcement,"1101-1199 W 7th St, Bloomington, Indiana, 47404",Bloomington,IN,,39.16862869262695,-86.54717254638672,NEUTRAL
171791,Blocked Sidewalk,Tree leaning over the sidewalk too low even for a short adult to walk under. 620 S. Park Ave.,Planning and Transportation,"620 S Park Ave, Bloomington, Indiana, 47401",Bloomington,IN,,39.1605339050293,-86.52423858642578,NEUTRAL
171833,Blocked Sidewalk,"Hedge needs trimming to allow pedestrian to use the (whole) sidewalk. 800 block of S. Park Ave., east side of street.",Planning and Transportation,"800-898 S Stull Ave, Bloomington, Indiana, 47401",Bloomington,IN,,39.15848922729492,-86.5248794555664,NEUTRAL
137843,Sidewalk Requests,"There is a segment of the sidewalk that is completely missing. When it rains, it turns into a large puddle that is difficult to step over.",,901-919 West 2nd Street,Bloomington,IN,,39.16136169433594,-86.54397583007812,NEGATIVE
137995,Sidewalk Requests,The side ends for a period. There is not a sidewalk on either side. Please fix.,,4136–4362 E 3rd St,Bloomington,IN,,39.16419982910156,-86.4784164428711,NEGATIVE
138192,Sidewalk Requests,"Not sure if this is the proper place to report, but I own a rental house at 813 W Kirkwood. The side walk in front of the house is all chewed up but my main concern is that the Jordan River surfaces right there on the east border of the house and the one next door. there is a broken railing there that is intended I suppose to protect someone from falling in. It is rusted thru and presents a dangerous situation for a child who could be walking there. Also the interior of that waterway canal has tons of trees growing in it that I think should be cut out, but believe that would be the city's property there to take care of. Any way the two issues make that a dangerous spot. I hope you will look into it and schedule some kind of repair there for safety of our fair city's citizens!! thanks Nancy",Street Department,,Bloomington,IN,,,,NEGATIVE
138535,Sidewalk Requests,"Hello, there is a very uneven sidewalk at the corner of Winslow Road and Westminster way on the west corner",,,Bloomington,IN,,,,NEUTRAL
138742,Sidewalk Requests,"At the west corner of Winslow and Westminster, there is a damaged sidewalk.",Street Department,,Bloomington,IN,,,,NEGATIVE
138922,Sidewalk Requests,in,,3501-3599 Russell Road,Bloomington,IN,,39.20039749145508,-86.47817993164062,NEUTRAL
139065,Sidewalk Requests,"A new drain on the sidewalk along South Henderson St by the South football practice fields has a raised portion. We are concerned that in the dark (night or mornings) that pedestrians will not notice the raised portion and will trip, fall, end up n the street. Could this be striped some way to announce it's presence?",Utilities T & D,,Bloomington,IN,,,,NEGATIVE
139067,Sidewalk Requests,"The sidewalk just north of the YMCA sign on South Highland Ave is slick with mud. Erosion from an adjacent hillside and mud/leaves from the gutter keep the sidewalk muddy. I shoveled mud off off it for an hour earlier this week, but it needs more work. Cleaning the gutter would be a big help. Thanks!",Utilities T & D,South Highland Avenue,Bloomington,IN,,39.13660049438477,-86.51752471923828,POSITIVE
139365,Sidewalk Requests,"My partner and I enjoy the walking trails at Winslow Park, and live in the Winslow Farms subdivision. We would like to request a side walk, or a better path that is along South Highland Avenue, to get onto the walking trails. Currently, there is a path, but it is ridden with tree roots. My partner is legally blind, and having him walk over these roots is a bit risky. We are advocating a better entrance to the walking trails. Thanks.",,2378 South Highland Avenue,Bloomington,IN,,39.13776016235352,-86.51760864257812,POSITIVE
139379,Sidewalk Requests,"We have a sidewalk in front of our home that is a major tripping hazard. Tree roots have lifted the sidewalk almost 3 inches making a serious tripping hazard. I contacted the city about 18 months ago to request to be put on the 'fix list' with us paying for the concrete, but nothing has been done. Please can this be addressed soon. Thank you.",Street Department,2138 E Meadowbluff CT,Bloomington,IN,47401.0,39.14221572875977,-86.50701141357422,NEGATIVE
139461,Sidewalk Requests,No ramp,Planning and Transportation,"Indiana University, Bloomington",Bloomington,IN,,39.1641845703125,-86.52708435058594,NEUTRAL
139915,Sidewalk Requests,sidewalk and curbs are cracked and buckled.,Street Department,1207 E Wylie ST,Bloomington,IN,47401.0,39.15853500366211,-86.51956939697266,NEGATIVE
139919,Sidewalk Requests,Thd sidewalk at the corner of 3rd St and Swain is in very bad condition. MAC restaurant used to be at that corner but Mother Bear's is now in that spot. I asked Mother Bear's who would fix the sidewalk and they thought it was the responsibility of the city. The sidewalk has been in bad shape for a long time and is a hazard to those of us who use it regularly to walk to campus.,Street Department,,Bloomington,IN,,,,NEGATIVE
140544,Sidewalk Requests,Missing ramp,,"Indiana University, Bloomington",Bloomington,IN,,39.16424179077148,-86.52699279785156,NEGATIVE
140974,Sidewalk Requests,Sidewalks cracking and falling apart.,,,Bloomington,IN,,,,NEGATIVE
141084,Sidewalk Requests,Section of sidewalk is missing. Turns into a large mud puddle after rain,,901-919 West 2nd Street,Bloomington,IN,,39.16136932373047,-86.54397583007812,NEGATIVE
141206,Sidewalk Requests,We need new sidewalks!!,Street Department,719 N Washington ST,Bloomington,IN,47408.0,39.173423767089844,-86.53239440917969,POSITIVE
141489,Sidewalk Requests,CBU removed portion of sidewalk to fix water line. Sidewalk never repaired.,Utilities T & D,703 N Washington ST,Bloomington,IN,47408.0,39.17280960083008,-86.53255462646484,NEGATIVE
141716,Sidewalk Requests,"residential contractor building in Renwick on Hawksmoore has street blocked with dumpster and side walk is blocked with trash and 3 inches of mud . Cannot walk on sidewalk must walk in middle of the street , which is normally also covered with mud . No erosion control either .",,,Bloomington,IN,,,,NEGATIVE
141721,Sidewalk Requests,Please extend the sidewalk along Indiana Avenue so that it connects 17th and 15th streets. The sidewalk currently ends at the edge of the IU Credit Union.,,1327-1399 North Indiana Avenue,Bloomington,IN,,39.178466796875,-86.5271224975586,NEUTRAL
141723,Sidewalk Requests,in,Planning and Transportation,S Walnut Street PIKE,Bloomington,IN,,,,NEUTRAL
142009,Sidewalk Requests,"A sidewalk is really needed on East Allen Street from South Walnut St. to South Henderson St. (Bryan Park). This is a highly travelled road by pedestrians and cyclists (though there is a ""bike lane,"" which is not separated from the road itself). However, parking is allowed on both sides of the streets and I have personally nearly been run over by cars on more than 5 or 6 occasions, as I walk the street every day. Each and every single day, I notice children waiting for the bus, standing on the street exposed to traffic coming both directions. And what's more, this is a main thoroughfare for the entire neighborhood as it runs right up to the main West entrance to Bryan Park, which is the location of the main playgrounds. I see children walking down this street every day to access the playgrounds and it is undeniably an unsafe street given that cars are parked on both sides and traffic is traveling both ways. A sidewalk on at least one side of the street is really, really needed as this has become a serious public safety issue. Thank you.",,,Bloomington,IN,,,,POSITIVE
142343,Sidewalk Requests,"Over a year ago, a sidewalk was supposed to go in along Fairview Street, between Patterson Drive and Wylie, in McDoel Gardens. This section is very dangerous for kids walking to the school bus stop, especially in the winter with icy roads. Snow piles force kids to walk directly in the road, sharing the road with cars in the dark. All signs appeared that the process was to begin shortly (flags were up, etc.) but after Justin Wykoff's arrest, the project appeared to have stalled. Can you send me an update on this situation? I am concerned for my kids as bad weather approaches and we are still without sidewalks.",,,Bloomington,IN,,,,NEGATIVE
142688,Sidewalk Requests,"Hello. I am requesting a crosswalk be installed across Liberty Drive at Constitution Way. There is a bus stop at this intersection, and many people--including myself--cross Liberty Drive at this point. The traffic is often consistent and fast, thus making crossing Liberty Drive dangerous and time-consuming. Author Solutions and BioLife are both across the street, where I and others I've observed are going to.

Thank you for your consideration.
Brandon Williams",,1612 S Liberty DR,Bloomington,IN,47403.0,39.1512336730957,-86.57686614990234,POSITIVE
142703,Sidewalk Requests,"There is a significant residental population in this area, especially with the Meadow Park apartments. However, in the area specified in this request, there are no side walks, and only a tiny gravely shoulder for pedestrians and bicyclists to ""safely"" for lack of a better term, to travel westbound on 10th road. 

Could we look into building better bike paths and sidewalks on that stretch of road? The rest of 10th street has them, and N. Smith Road has bike paths that end just right where the problem area begins.",,4064-4098 East 10th Street,Bloomington,IN,,39.17232131958008,-86.48281860351562,NEGATIVE
143245,Sidewalk Requests,"I am not requesting a sidewalk, only that the city finish a sidewalk project it started a long time ago. Three years ago the city installed a new sidewalk on the south west quadrant of Kinser Pike and the 46/45 Bypass. A black fabric erosion barrier was installed and never removed. This eyesore has been in place since the completion of the project. The State of Indiana is unable to mow this area because of the obstruction. It would be nice if the city would remove this so it can once again be mowed. According to the city this area is part of the ""scenic gateway corridor"" to Bloomington. For the past few years it has been anything but scenic. Thank you for taking a look at this situation. Regards, Jeff Stevens, Owner, Harley-Davidson of Bloomington 812-333-8300",Planning and Transportation,324-378 State Road 46,Bloomington,IN,,39.18622970581055,-86.53809356689453,NEGATIVE
143321,Sidewalk Requests,Potholes on the northwest corner of 3rd and Jordan,Street Department,,Bloomington,IN,,,,NEUTRAL
143837,Sidewalk Requests,No sidewalk on my side of street. Kids play in road.,,803 S Deer Run,Bloomington,IN,,39.221458435058594,-86.62027740478516,NEUTRAL
143933,Sidewalk Requests,"Sidewalks at Olcott Park have not been shoveled as of March 8, 2015. Very snowy and icy. Currently 42 degrees and my children and others are trying to play at the park.",Facilities,,Bloomington,IN,,,,NEGATIVE
144000,Sidewalk Requests,"I am not sure who to ask about this. I am the head of the neighborhood association Elm Heights. We have had a lot of work done by the gas company both this and last year and we were wondering if they will be patching up all the wholes in the sidewalks and streets and what the time line we can expect? We know the bad weather and winter can be a problem with this and I just need something to pass on to people who are worried they may be responsible. I can send you photos and addresses if you need them. In general it is 2nd street between Lincoln and Henderson, Henderson near 2nd and some other cross streets. Also the parallel street Hunter Ave. Thank you so much, Jenny Southern",,,Bloomington,IN,,,,POSITIVE
144345,Sidewalk Requests,Would like the sidewalk to connect walnut at pike and rhorer rd so that nearby residents can easily walk to Kroger.,Planning and Transportation,3790 S Walnut Street PIKE,Bloomington,IN,47401.0,39.12318801879883,-86.5267562866211,NEUTRAL
144356,Sidewalk Requests,"the sidewalk in front of our apartment community is broken and unsafe! Someone is going to get hurt!

(Note from staff: Area of concern is 3209 E. 10th Street,(Fountain Park Apartments).",Planning and Transportation,,Bloomington,IN,,,,NEGATIVE
144558,Sidewalk Requests,"Walking hazard on two sections just east of Grasstree on north side of Heather.

Building & Architecture, Peppergrass Homeowners Association.",Street Department,1000 E Heather DR,Bloomington,IN,47401.0,39.12637710571289,-86.52240753173828,NEUTRAL
144559,Sidewalk Requests,"Walking hazard on just west of Grasstree on north side of Heather.

Building & Architecture, Peppergrass Homeowners Association.",Street Department,,Bloomington,IN,,,,NEUTRAL
144560,Sidewalk Requests,"Walking hazard two sections just east of Pepperchase on north side of Heather.

Building & Architecture, Peppergrass Homeowners Association.",Street Department,681-699 East Heather Drive,Bloomington,IN,,39.12591934204102,-86.52326965332031,NEUTRAL
144562,Sidewalk Requests,"Crumbling sections at 675 Heather.

Building & Architecture, Peppergrass Homeowners Association.",Street Department,675 E Heather DR,Bloomington,IN,47401.0,39.12555313110352,-86.52378845214844,NEUTRAL
144563,Sidewalk Requests,"Walking hazard on two sections across from tennis court on north side of Heather.

Building & Architecture, Peppergrass Homeowners Association.",Street Department,657 E Heather DR,Bloomington,IN,47401.0,39.12478637695312,-86.52472686767578,NEUTRAL
144564,Sidewalk Requests,"Walking hazard on two sections just east of Laurel on north side of Heather.

Building & Architecture, Peppergrass Homeowners Association.",Street Department,661-671 East Heather Drive,Bloomington,IN,,39.12500381469727,-86.52455139160156,NEUTRAL
144565,Sidewalk Requests,"Walking hazard on two sections just west of Laurel on north side of Heather.

Building & Architecture, Peppergrass Homeowners Association.",Street Department,657 E Heather DR,Bloomington,IN,47401.0,39.12484741210938,-86.5247573852539,NEUTRAL
144690,Sidewalk Requests,It's not very safe walking here,,625 W 13th ST,Bloomington,IN,47404.0,39.174903869628906,-86.54090118408203,NEGATIVE
145116,Sidewalk Requests,"On April 6th I reported eight sidewalk problems along the north side of Heather Dr. between Grasstree Ct. and Laurel Ct. I included photos and also mentioned these could be a safety hazard, especially for many of our older residents. 

The following day I received a call back which was much appreciated. Although some work has been done (see last paragraph), nothing at all was done to the most uneven slab. It is directly across from 700 Heather on the NORTH side of the street near a mailbox cluster. See 701_E_Heather_Dr.jpg. There is a full 2"" difference in height.

I am reporting this particular one again, because a resident tripped on it April 27th and received bruises and abrasions to her face and hands. Her name is Barbara Wachholz, and she lives at 3708 Grasstree Ct. A neighbor was concerned enough to photograph her face. Fortunately, no bones were broken.

I notice some of these raised/uneven slabs were recently beveled or chipped off which could probably help. But I don't believe this was done thoroughly enough to help very much. For example the other end of the slab adjacent to the one I mentioned above wasn't chipped off all the way across.

Please advise.

Thank you, Marvin Allen, 3907 S. Laurel Ct.
Peppergrass Homeowners Association
812-369-4130",Public Works Department,,Bloomington,IN,,,,NEGATIVE
